id	target
519130	0.24249748686927228
234045	0.011138228428915185
401256	0.004250296075491689
551070	0.014024731536832027
367285	0.007702845040542858
497998	0.01850113676358654
413082	0.13244047564353853
349893	0.004992009471357989
346337	0.06216299003284067
289979	0.0034431854865719065
510818	0.17789137621154844
235935	0.03654219888987504
532135	0.1896498395832852
564760	0.015698736057042483
277391	0.13022876932369815
336830	0.4064651175953735
356053	0.0015287807613926843
293302	0.035335459439472736
322368	0.005413599010180249
406041	0.0011630896227789564
569179	0.017219216822493093
191405	0.01702497442773984
489011	0.007301583112559034
265952	0.175779517615033
193718	0.01836017541164937
241961	0.11468778688355978
522250	0.07123993756175057
486617	0.29463269967214895
563039	0.04622353960943235
362649	0.0023951667209115377
339305	0.5194985143946781
263778	0.15141019183424007
224013	0.030366005324931195
454138	0.03018588564710763
459664	0.26493600743556506
380168	0.019557150942414395
442263	0.016459039843644947
564916	0.2685841477790651
552664	0.030573509961952298
375516	0.0475321573535884
259397	0.0032528541937123464
467064	0.10804287086462278
202064	0.20448707134102892
431603	0.004561058798793981
540647	0.5699787725434063
435816	0.054444361912833125
501826	0.001319558311685149
282874	0.04901373168245721
491298	0.03277932806126019
343207	0.0698058710442018
247970	0.09129423988043368
378911	0.035433130309698045
183596	0.056128366633505795
203517	0.209142426540133
391872	0.028884976579906393
442383	0.0025666872891067184
271895	0.07726124753664237
343358	0.00973585189829687
378462	0.16893487277982908
378961	0.009897214991138702
382273	0.21535945374523555
196833	0.1679539529407128
342913	0.32028343109615814
192035	0.008956640930577424
404547	0.020071592114375963
562742	0.02679616744324524
240736	0.050046749389555466
436997	0.004555792029612296
575372	0.134427569970013
266796	0.006255114636004143
357881	0.0019144920046035685
566114	0.015449562074910427
245887	0.040883228446556764
390833	0.007373986703718163
200478	0.03333318518200588
430776	0.1330859640966274
313582	0.0498893187164738
551951	0.009857032902444345
160715	0.010023941988399641
216636	0.0340144382126495
277860	0.002763527376914483
213799	0.3699420809286159
194198	0.006880521904466184
458754	0.1202926697995078
252774	0.4547678619590935
432242	0.031033637519498905
453661	0.016522645571704707
404340	0.233895767264013
450511	0.015359454862755499
342654	0.003070072672207369
491618	0.08387878437522088
507637	0.07722287767029905
148492	0.06954477781836159
257402	0.005361526662262277
478083	0.11085914347941751
196865	0.2696419077730634
561449	0.0019675664175172057
503440	0.0031526323880886045
388931	0.002637171311849927
277533	0.01820683558597474
565485	0.010337629442927904
487646	0.0016916032621993803
353982	0.015832237507443846
563991	0.13283554637345021
559959	0.05531838244421428
369250	0.09043280076709752
152339	0.06311428376738283
543473	0.002421822979214676
554140	0.06667867094833536
507895	0.003798421855499716
437055	0.14817716649602525
490329	0.08178751836898675
157791	0.0033910281481002074
541068	0.13763524738781038
494336	0.002195437751691391
301032	0.17049040048949868
220668	0.015842047430978456
273520	0.09907982271926727
337028	0.05489502988662849
382313	0.011939222545956241
459676	0.1449020763447757
362850	0.01613604913944272
242251	0.006134623208239901
589665	0.025476097017199346
501748	0.12219357028208915
543682	0.0017749329408659233
569618	0.07131216850318634
227436	0.11938367478614002
395035	0.03187589400043876
381676	0.31096297415635366
389346	0.0029549043824292267
310208	0.020713704977083764
284283	0.13194903197290944
474817	0.34014103325540096
341704	0.04112749911813043
175291	0.0013161579553399932
213503	0.12027988084520734
443460	0.4134125042737213
475423	0.007693219604580433
432541	0.002869877066104059
265378	0.008253336341483973
359758	0.007515168813847312
166339	0.04524885295375956
559607	0.29789509689896404
439064	0.12664286023044738
564243	0.11119776419508448
283124	0.14976899720713807
324991	0.004152335002321463
277839	0.19012406552879343
562618	0.3339155392665101
288035	0.0013806587998599477
167025	0.015384949363662428
468854	0.0011457052632288477
198237	0.0015954964113911868
559817	0.007633931690827227
490131	0.015100003452023465
299534	0.002420890412274727
270124	0.21974312480272712
547457	0.00266009190839618
550631	0.03159979850072022
348412	0.042362932007871834
183842	0.05910791461762755
309129	0.006972579700618173
499649	0.0007337572057849016
312250	0.06687554346661495
385084	0.2938083306895415
452950	0.08333385481646934
239203	0.26402535719004255
229436	0.011066497627363833
426046	0.03691887948800086
499285	0.017773879197359503
513259	0.0025413102612153664
405095	0.05279889055976017
263847	0.3187374735429395
455177	0.003935755932944185
404983	0.06275578771717885
414195	0.02398009868093373
274077	0.1926624983159922
527710	0.003978192437237528
559487	0.014559242829122646
521929	0.007176766934081837
558381	0.032258068600770094
487404	0.25028958883593
419384	0.18024576978804488
569001	0.2573606738097687
254337	0.009025097489271513
564152	0.04529867196891496
336536	0.08408950937220265
402303	0.010868318365155507
512293	0.1740345457819502
213842	0.04566432849227536
296873	0.011079647823660482
588719	0.07206090196679507
179128	0.014649720874875743
314847	0.005622788759026311
494129	0.012972035878256592
434704	0.1441115345509649
472292	0.07306462658971907
335455	0.1065345325328867
171457	0.006170762728443978
484261	0.15528613621692014
240222	0.011793174086671196
577414	0.006457214476949705
259778	0.10690931271940961
508086	0.008958295480245132
361955	0.2838875974809339
572299	0.010571098232135203
364512	0.013960141769913462
553480	0.08500864538562483
213864	0.14163988738533065
262162	0.07626608928108072
153013	0.01516245437141229
535460	0.2683340755667351
579005	0.043499069958921034
461330	0.05247106823928584
529662	0.02938275216966881
356202	0.05758958577814073
452470	0.002790711364137217
270126	0.17478461710072335
245794	0.0020561906759888754
160257	0.022216873842631372
458364	0.2685156700913325
203342	0.4738907093364286
559455	0.13630361258384394
287452	0.0023533946282951134
454939	0.0023849322784931545
377827	0.0038792847110990835
253432	0.0010080850735251906
453969	0.008267581678032557
312906	0.002471331147072813
427066	0.00899212925714923
465614	0.045714201961513184
516533	0.02959442976535179
338592	0.015747748488079055
563264	0.01680209667027153
560537	0.00011315736935294957
441042	0.004537480486899846
416306	0.006191693329486175
198025	0.19872010999285963
394528	0.008203342939755554
351779	0.016391145072757025
190561	0.29154959580774054
491076	0.018402892588679668
444631	0.0018218795107257494
168345	0.04937476347944162
201515	0.10446569679431057
452912	0.03096903372633805
258486	0.21445897006993633
590262	0.004169064516750877
241240	0.0036238237455711547
307473	0.030408543173858382
378554	0.004490689146010231
175766	0.0013711831195529654
150991	0.00654728566295253
275797	0.05004165404778182
241427	0.040018775498487764
369568	0.14060489998679018
242005	0.12143367329211997
298850	0.012478106680206791
286652	0.004603383990887898
439096	0.30964231133105075
477314	0.055203062959506714
420217	0.048280594604136765
563839	0.2277847873308911
374775	0.19870835116425306
243493	0.15343213000393346
239385	0.013489705510336632
280361	0.11599321197382645
474790	0.25494876854428317
542649	0.03418202337951032
447062	0.48796426388044306
573568	0.16811890324600698
291335	0.0011945209076594824
458231	0.0542748797668304
234576	0.2326557993255928
198172	0.06707072876856676
514469	0.004562193734251235
475131	0.10656157946118348
358937	0.14838637120247217
499412	0.2397056584940296
360568	0.05312122283622206
264343	0.07225011204642381
370572	0.02056610410924229
509201	0.08265362709824828
176808	0.041283351432451924
391772	0.11580532673122626
165789	0.022288910252160548
312049	0.25541003448577754
383949	0.05649229365264521
558741	0.011733097661796598
381167	0.046059090903371507
384255	0.006355404605818394
281146	0.012444602498001854
324261	0.04039626041026783
329728	0.2191260818829762
526646	0.30037452802698245
382431	0.026745329751008254
160338	0.010358466105015961
529142	0.2346690738654537
361800	0.05848684538968827
367242	0.05107821893551492
204045	0.006608608391548458
201061	0.002435806411911331
230981	0.07504077750589919
456142	0.007333444870360569
430913	0.15955636550360172
344599	0.13539751779900497
268132	0.012304601809201112
569234	0.18259815212612104
365546	0.13778062121164256
311155	0.07408081802198685
559124	0.07971796446991228
372210	0.05072386948889696
394363	0.007908210760758191
391553	0.0020255048334929353
237103	0.008161254672972207
192948	0.13048400746472863
174681	0.009304393312879803
499791	0.04518923425948352
341171	0.011123524715897486
235996	0.02064907669332134
482359	0.016207431093351477
455283	0.0348515265971998
332856	0.004078830684370416
222006	0.43816896433274183
398330	0.023569790084940225
265267	0.007036467079684161
577366	0.003938670794227414
375854	0.007695863470200243
221307	0.032909899819051416
235805	0.009950840557402873
148573	0.00819182034225204
519244	0.008118448847501195
294146	0.003363618567929627
368952	0.35789218258066047
589725	0.016306497112098254
167039	0.21330800984210482
586937	0.011644593089916078
310573	0.031352546926253645
442082	0.15246619944605447
294173	0.011662440252518167
236501	0.035092750144892174
178224	0.014147239671043772
192336	0.013401774273844001
429664	0.15722007492700563
407177	0.017584347431428497
476909	0.007331808340770309
515097	0.19942822577857228
211664	0.05141044119103098
220820	0.021667174770538932
339195	0.017924822687973792
402926	0.0013964613553081463
146943	0.00792841212396228
567203	0.01917688506973291
485565	0.02362308921292279
432838	0.2870433299056651
369765	0.44946087978740684
560828	0.0017876516005097055
313262	0.12142603356753907
318352	0.05242487086811482
313317	0.18877950503273924
159377	0.015377914909284121
179914	0.38802824785561524
234768	0.0016075820519545715
154699	0.09731139097980511
566350	0.002519801003997601
479216	0.035968367114313726
293348	0.13933847279486453
250680	0.07822214992878183
306626	0.0044264890141593955
376268	0.0030889844962676037
194224	0.09973258682445169
530978	0.038562584754764734
390810	0.025403819815580958
363425	0.017944779206639616
344944	0.018315142126903092
275412	0.08268484727462315
375416	0.011423664143903427
525144	0.006038347723849673
174031	0.07890911587116879
387131	0.006910454951233288
386509	0.1420467732794295
549622	0.002988442756775493
282892	0.09464179917161755
189339	0.13345802871996632
450707	0.03220801744019546
220485	0.040406370840548995
222513	0.046978481276794284
572493	0.4431760677016847
236860	0.15046106524616068
151667	0.0001668599219423005
243655	0.1237485736572841
243934	0.004892105680728385
306705	0.008779797651808766
422003	0.2621607642919354
300844	0.17836329547980043
458112	0.0029622817544628964
513300	0.008765684619592626
365536	0.41157159260306464
399453	0.027295897339178216
385353	0.15464794032077908
403180	0.007456711188646434
567101	0.11304220665235766
292766	0.5633029904310052
478023	0.04921324262729973
558479	0.027853886848059076
278862	0.0017526907850782508
490000	0.037285798104297094
569171	0.04616566856504499
404390	0.012400173683197211
255511	0.0017554557318715295
569052	0.30302268717628755
270841	0.027594992592376577
250379	0.13226591589261585
426042	0.29542641436966
379015	0.002550529106036789
296305	0.004273746718816019
469726	0.02554559269470098
478085	0.014042104236065781
429134	0.055704330572847544
421569	0.26702117532410125
317892	0.11425948423524149
412737	0.13533625346529435
404455	0.06447209257324762
440645	0.6141318929941861
434807	0.07820585069455856
191493	0.4609403317966326
215608	0.16677153037283243
525076	0.045813911150143036
182933	0.21235893887029061
544209	0.27528373353371605
562627	0.014635151825861082
252576	0.033074314187668576
577601	0.00924452632242548
583488	0.0035359847899180635
367443	0.00479752616587397
180612	0.00786637088025359
231358	0.0014482166309636112
353016	0.04210109510269343
372299	0.11656255117775594
175275	0.012652196614945372
478706	0.026056821903793756
249500	0.1068891802208513
430186	0.07046498898103429
368979	0.017349455351167678
317235	0.002717283474835849
193192	0.022651481182577527
214478	0.017068297252944623
210904	0.0034809039438699406
223795	0.055575070839908126
267359	0.01641821829356232
401961	0.1894497489721158
426712	0.020480675763225247
333063	0.005032695590909163
399344	0.005911749869430811
422091	0.011168122077070087
352129	0.0024517425778011635
218191	0.0024570962179291693
231501	0.012383644673815804
338976	0.13542502909731682
574427	0.018780097838654673
429538	0.11044020522784398
370743	0.0021726315685402955
448937	0.3989160954166465
282382	0.013789424684081057
518393	0.01616755567930719
502678	0.04617731803546177
453205	0.02371368365072741
442566	0.013153072558862697
198512	0.02073304332103583
549341	0.036185827609149776
384737	0.11265665101267934
245590	0.05193177429135904
439522	0.13762472976936996
416666	0.042764588543269484
165590	0.0024958109623203456
153079	0.0018055170365272382
247752	0.005791042000818381
412424	0.04271891204698664
362020	0.10380506848742131
487495	0.2621585192423172
253888	0.05785598314793716
198711	0.09537049144429524
485413	0.16395304477467837
166741	0.05522572831605031
286493	0.05792101821096754
212575	0.008947708892902358
322508	0.0194332474150569
438974	0.1407104077987368
238066	0.08013404211597977
160804	0.126974281329696
590813	0.02938008858838544
489176	0.4869178157890244
274062	0.005148828820549427
332838	0.21263458675169475
197656	0.07911870887621406
548977	0.018876306143892626
292422	0.004385372872989922
461511	0.05025991707455073
528048	0.10888033544570838
270615	0.0019891350335293117
582282	0.27218152300796655
170568	0.006777603134948784
570892	0.003093237801796487
240044	0.22443678297871697
280652	0.21349332919197062
496974	0.018833920002808494
216949	0.12201404813108692
579665	0.013104045793315082
235174	0.0029781752777694867
344990	0.02133909202473198
213377	0.05963643705159837
478157	0.2947620252939534
521628	0.08606306518627166
493255	0.07386797081580943
256860	0.03608540969503091
484323	0.00684480312146462
466977	0.2451196334769693
529022	0.10136450233213726
447438	0.1624471518552473
153402	0.005274752985713598
195710	0.11518264039945764
589450	0.05897182990036767
527942	0.010327555908832607
207749	0.04601185435622344
409762	0.7049871209014049
438967	0.2172560312604101
543011	0.0915199896806947
193869	0.11114544176752715
149071	0.13629116025378996
324581	0.023538507430990376
315049	0.10992770000201492
421065	0.16151386206778182
418282	0.024017417421956507
170036	0.0021444825224022288
446734	0.06432486390171095
308546	0.1685541926681946
338173	0.06908231447087076
475147	0.002312968461784735
483463	0.010741141159167413
195958	0.004275590282858088
406063	0.12766227983190462
432129	0.01895799940205999
218772	0.5884986276009649
337991	0.007405223320320797
236192	0.00854882554489295
480676	0.00677741560112263
445608	0.1836838618139881
195426	0.3379772502236392
